"date","message","Number of files","Number of lines","0 - Ruby","1 - Haml","2 - YAML","3 - SASS","4 - JSON"
"2015-10-05 14:44:57 +0100","Merge pull request #628 from ministryofjustice/devise-session-timeout  Set initial value of 3 hours for devise inactivity session timeout","582","39993","15486","2721","18504","1247","868"
"2015-10-05 14:15:52 +0100","Merge pull request #627 from ministryofjustice/ga-page-speed  Increase GA site speed sample from 1% to 100%","582","39992","15485","2721","18504","1247","868"
"2015-10-05 10:57:33 +0100","Merge pull request #626 from ministryofjustice/fix-date-attended-validator-bug  Fix bug where Date Attended validator","582","39992","15485","2721","18504","1247","868"
"2015-10-05 09:42:11 +0100","Merge pull request #623 from ministryofjustice/expense_dates_attended  show dates attended for expenses in detail view","582","39992","15485","2721","18504","1247","868"
"2015-10-05 08:59:03 +0100","Merge pull request #624 from ministryofjustice/new-claim  New claim - Top part - Basic case information","581","39978","15476","2716","18504","1247","868"
"2015-10-05 08:54:41 +0100","Merge pull request #625 from ministryofjustice/fix-demo-data  fix basic fee demo data error","581","39964","15476","2702","18504","1247","868"
"2015-10-02 17:01:00 +0100","Merge pull request #621 from ministryofjustice/modify-demo-data-to-prevent-duplicate-initial-fees  Modify demo data to prevent duplicate initial fees","581","40257","15475","2702","18798","1247","868"
"2015-10-02 16:56:56 +0100","Merge pull request #622 from ministryofjustice/redertimination_submission_dates  Redertimination submission dates","581","40655","15479","2702","19192","1247","868"
"2015-10-02 16:27:37 +0100","Merge pull request #620 from ministryofjustice/claim-reporter-changes  Change reporting to use authorised_at and claim state transition records","581","40638","15462","2702","19192","1247","868"
"2015-10-02 16:12:24 +0100","Merge pull request #614 from ministryofjustice/validation_tweaks  Validation tweaks","581","40637","15461","2702","19192","1247","868"
"2015-10-02 15:56:39 +0100","Merge pull request #619 from ministryofjustice/cracked_trial_info  display cracked trial details to both caseworkers and advocates","581","40437","15425","2702","19028","1247","868"
"2015-10-02 14:49:26 +0100","Merge pull request #618 from ministryofjustice/add-swagger-doc-GDS-styling-cuke  add feature test for swagger GDS styling","581","40424","15425","2689","19028","1247","868"
"2015-10-02 13:51:48 +0100","Merge pull request #617 from ministryofjustice/new-claim-expenses  New claim styling - nice one","581","40400","15401","2689","19028","1247","868"
"2015-10-02 10:38:15 +0100","Merge pull request #615 from ministryofjustice/add-your-claims-to-cw-dashboard  add your claims to case worker admin","581","40333","15401","2668","19011","1218","868"
"2015-10-01 16:39:09 +0100","Merge pull request #613 from ministryofjustice/geckoboard-metrics  Geckoboard metrics","581","40318","15395","2659","19011","1218","868"
"2015-10-01 13:54:11 +0100","Merge pull request #612 from ministryofjustice/fix-cw-status-update-bug  Fix cw status update bug","580","40271","15348","2659","19011","1218","868"
"2015-10-01 09:47:30 +0100","Merge pull request #611 from ministryofjustice/modify-paid-to-authorised  Modify paid to authorised","580","40265","15342","2659","19011","1218","868"
"2015-10-01 08:43:07 +0100","Merge pull request #610 from ministryofjustice/cw-nav-links  Remove the caseworker allocation tabs and add to the primary nav","579","40306","15321","2659","19073","1218","868"
"2015-09-30 17:03:02 +0100","Merge pull request #607 from ministryofjustice/fix-demo-data-doc-type-impact  Fix demo data doc type impact","579","40311","15321","2664","19073","1218","868"
"2015-09-30 16:38:21 +0100","Merge pull request #606 from ministryofjustice/geckoboard-metrics  Initial implementation of reporter and geckoboard widget endpoint","579","41369","15322","2664","20130","1218","868"
"2015-09-30 10:27:12 +0100","Merge pull request #605 from ministryofjustice/fix-broken-sign-out-on-swagger  fix broken sign out in swagger nav bar","576","41331","15284","2664","20130","1218","868"
"2015-09-29 21:19:39 +0100","Merge pull request #604 from ministryofjustice/fix-moj-logo-for-swagger  Fix moj logo for swagger","575","41329","15283","2664","20130","1218","868"
"2015-09-29 17:09:08 +0100","Merge pull request #603 from ministryofjustice/CSRF  Test for DISAVLE_CSRF to be equal to 1, not just present","575","41324","15283","2664","20130","1218","868"
"2015-09-29 16:36:28 +0100","Merge pull request #602 from ministryofjustice/swagger-docs-GDS-styling  Swagger docs gds styling","575","41324","15283","2664","20130","1218","868"
"2015-09-29 16:10:21 +0100","Merge pull request #601 from ministryofjustice/new-claim-evidence  New claim - evidence section","574","41107","15283","2664","20130","1218","868"
"2015-09-29 14:41:13 +0100","Merge pull request #600 from ministryofjustice/claim-max-document-upload  Restrict claim maximum document upload to 20 files","572","40999","15284","2630","20130","1144","868"
"2015-09-29 10:53:39 +0100","Merge pull request #599 from ministryofjustice/devise-lockable  Devise lockable module","572","40976","15263","2630","20128","1144","868"
